funcid,dim,milestone,error
11,30,1,1.213002e+04
11,30,2,7.564823e+03
11,30,3,5.355676e+03
11,30,5,1.850132e+03
11,30,10,5.352800e+02
11,30,20,5.352800e+02
11,30,30,5.352800e+02
11,30,40,5.352800e+02
11,30,50,5.352800e+02
11,30,60,5.352800e+02
11,30,70,5.352800e+02
11,30,80,5.352800e+02
11,30,90,5.352800e+02
11,30,100,3.261343e+02
11,30,1,9.963035e+03
11,30,2,5.738472e+03
11,30,3,3.945794e+03
11,30,5,1.191359e+03
11,30,10,3.407800e+02
11,30,20,3.407800e+02
11,30,30,3.407800e+02
11,30,40,3.407800e+02
11,30,50,3.407800e+02
11,30,60,3.407800e+02
11,30,70,3.407800e+02
11,30,80,3.407800e+02
11,30,90,3.407800e+02
11,30,100,2.283377e+02
11,30,1,1.225200e+04
11,30,2,9.029508e+03
11,30,3,6.557501e+03
11,30,5,1.550922e+03
11,30,10,2.813076e+02
11,30,20,2.813076e+02
11,30,30,2.813076e+02
11,30,40,2.813076e+02
11,30,50,2.813076e+02
11,30,60,2.813076e+02
11,30,70,2.813076e+02
11,30,80,2.813076e+02
11,30,90,2.813076e+02
11,30,100,1.599823e+02
11,30,1,6.263285e+03
11,30,2,3.650352e+03
11,30,3,2.523771e+03
11,30,5,1.183752e+03
11,30,10,5.307856e+02
11,30,20,5.307856e+02
11,30,30,5.307856e+02
11,30,40,5.307856e+02
11,30,50,5.307856e+02
11,30,60,5.307856e+02
11,30,70,5.307856e+02
11,30,80,5.307856e+02
11,30,90,5.307856e+02
11,30,100,2.472091e+02
11,30,1,1.244846e+04
11,30,2,7.657855e+03
11,30,3,5.489072e+03
11,30,5,1.678596e+03
11,30,10,4.538404e+02
11,30,20,4.538404e+02
11,30,30,4.538404e+02
11,30,40,4.538404e+02
11,30,50,4.538404e+02
11,30,60,4.538404e+02
11,30,70,4.538404e+02
11,30,80,4.538404e+02
11,30,90,4.538404e+02
11,30,100,2.507271e+02
11,30,1,8.848994e+03
11,30,2,5.726839e+03
11,30,3,4.062586e+03
11,30,5,1.254173e+03
11,30,10,3.292185e+02
11,30,20,3.292185e+02
11,30,30,3.292185e+02
11,30,40,3.292185e+02
11,30,50,3.292185e+02
11,30,60,3.292185e+02
11,30,70,3.292185e+02
11,30,80,3.292185e+02
11,30,90,3.292185e+02
11,30,100,1.827653e+02
11,30,1,1.068522e+04
11,30,2,6.075577e+03
11,30,3,4.193942e+03
11,30,5,1.283645e+03
11,30,10,3.169326e+02
11,30,20,3.169326e+02
11,30,30,3.169326e+02
11,30,40,3.169326e+02
11,30,50,3.169326e+02
11,30,60,3.169326e+02
11,30,70,3.169326e+02
11,30,80,3.169326e+02
11,30,90,3.169326e+02
11,30,100,1.451451e+02
11,30,1,9.839230e+03
11,30,2,6.236042e+03
11,30,3,4.320226e+03
11,30,5,1.508133e+03
11,30,10,3.605580e+02
11,30,20,3.605580e+02
11,30,30,3.605580e+02
11,30,40,3.605580e+02
11,30,50,3.605580e+02
11,30,60,3.605580e+02
11,30,70,3.605580e+02
11,30,80,3.605580e+02
11,30,90,3.605580e+02
11,30,100,1.762530e+02
11,30,1,1.329171e+04
11,30,2,7.942819e+03
11,30,3,5.297798e+03
11,30,5,1.642859e+03
11,30,10,3.955540e+02
11,30,20,3.955540e+02
11,30,30,3.955540e+02
11,30,40,3.955540e+02
11,30,50,3.955540e+02
11,30,60,3.955540e+02
11,30,70,3.955540e+02
11,30,80,3.955540e+02
11,30,90,3.955540e+02
11,30,100,1.545315e+02
11,30,1,1.468462e+04
11,30,2,9.393484e+03
11,30,3,6.909830e+03
11,30,5,2.721339e+03
11,30,10,5.526131e+02
11,30,20,5.526131e+02
11,30,30,5.526131e+02
11,30,40,5.526131e+02
11,30,50,5.526131e+02
11,30,60,5.526131e+02
11,30,70,5.526131e+02
11,30,80,5.526131e+02
11,30,90,5.526131e+02
11,30,100,2.612270e+02
