funcid,dim,milestone,error
11,10,1,1.752909e+03
11,10,2,1.752909e+03
11,10,3,7.311403e+01
11,10,5,2.768612e+01
11,10,10,1.844990e+01
11,10,20,1.819217e+01
11,10,30,1.819217e+01
11,10,40,1.819217e+01
11,10,50,1.819217e+01
11,10,60,1.819217e+01
11,10,70,1.819217e+01
11,10,80,1.819217e+01
11,10,90,1.819217e+01
11,10,100,1.812337e+01
11,10,1,2.550227e+03
11,10,2,8.136117e+02
11,10,3,1.094842e+02
11,10,5,6.552003e+01
11,10,10,4.740919e+01
11,10,20,4.422830e+01
11,10,30,4.422830e+01
11,10,40,4.422830e+01
11,10,50,4.422830e+01
11,10,60,4.422830e+01
11,10,70,3.750922e+01
11,10,80,2.319251e+01
11,10,90,2.319251e+01
11,10,100,5.858552e+00
11,10,1,1.240806e+03
11,10,2,1.240806e+03
11,10,3,2.944043e+02
11,10,5,7.155379e+01
11,10,10,4.597810e+01
11,10,20,2.980539e+01
11,10,30,2.980539e+01
11,10,40,2.980539e+01
11,10,50,2.980539e+01
11,10,60,2.980539e+01
11,10,70,2.980539e+01
11,10,80,2.980539e+01
11,10,90,1.722976e+01
11,10,100,6.625840e+00
11,10,1,2.460080e+03
11,10,2,1.551163e+03
11,10,3,9.840210e+01
11,10,5,5.025619e+01
11,10,10,5.005064e+01
11,10,20,4.461853e+01
11,10,30,4.461853e+01
11,10,40,4.461853e+01
11,10,50,4.461853e+01
11,10,60,4.461853e+01
11,10,70,4.296940e+01
11,10,80,3.271730e+01
11,10,90,2.680457e+01
11,10,100,8.341850e+00
11,10,1,2.866794e+03
11,10,2,2.561392e+03
11,10,3,3.804321e+02
11,10,5,1.163904e+02
11,10,10,2.854919e+01
11,10,20,9.919068e+00
11,10,30,9.919068e+00
11,10,40,9.919068e+00
11,10,50,9.919068e+00
11,10,60,9.919068e+00
11,10,70,9.919068e+00
11,10,80,9.919068e+00
11,10,90,9.919068e+00
11,10,100,9.343535e+00
11,10,1,1.680207e+03
11,10,2,8.503921e+02
11,10,3,9.116798e+01
11,10,5,7.941598e+01
11,10,10,7.758061e+01
11,10,20,7.750901e+01
11,10,30,7.750901e+01
11,10,40,7.750901e+01
11,10,50,7.750901e+01
11,10,60,5.629332e+01
11,10,70,3.643283e+01
11,10,80,3.345591e+01
11,10,90,2.480131e+01
11,10,100,1.280560e+01
11,10,1,1.426035e+03
11,10,2,7.154418e+02
11,10,3,7.218199e+01
11,10,5,5.317863e+01
11,10,10,5.280079e+01
11,10,20,5.280021e+01
11,10,30,5.280021e+01
11,10,40,5.280021e+01
11,10,50,5.280021e+01
11,10,60,4.916092e+01
11,10,70,4.449062e+01
11,10,80,2.694393e+01
11,10,90,2.648721e+01
11,10,100,6.713208e+00
11,10,1,7.008639e+02
11,10,2,3.449308e+02
11,10,3,1.018318e+02
11,10,5,8.036071e+01
11,10,10,7.609473e+01
11,10,20,7.601844e+01
11,10,30,7.601844e+01
11,10,40,7.601844e+01
11,10,50,7.601844e+01
11,10,60,7.601844e+01
11,10,70,5.338015e+01
11,10,80,4.076730e+01
11,10,90,2.576514e+01
11,10,100,7.576980e+00
11,10,1,6.597433e+03
11,10,2,2.802396e+03
11,10,3,3.575882e+02
11,10,5,8.988143e+01
11,10,10,6.820386e+01
11,10,20,6.780203e+01
11,10,30,6.780203e+01
11,10,40,6.355409e+01
11,10,50,6.355409e+01
11,10,60,6.355409e+01
11,10,70,3.834089e+01
11,10,80,2.585581e+01
11,10,90,1.987534e+01
11,10,100,8.682718e+00
11,10,1,1.015898e+03
11,10,2,1.015898e+03
11,10,3,2.135800e+02
11,10,5,6.625597e+01
11,10,10,6.452347e+01
11,10,20,6.451654e+01
11,10,30,6.451654e+01
11,10,40,6.451654e+01
11,10,50,6.451654e+01
11,10,60,4.455497e+01
11,10,70,4.455497e+01
11,10,80,3.354942e+01
11,10,90,3.334673e+01
11,10,100,7.113103e+00
