funcid,dim,milestone,error
21,10,1,1.585925e+02
21,10,2,1.585925e+02
21,10,3,1.186396e+02
21,10,5,1.148129e+02
21,10,10,1.079471e+02
21,10,20,1.058345e+02
21,10,30,1.058345e+02
21,10,40,1.058345e+02
21,10,50,1.058345e+02
21,10,60,1.058345e+02
21,10,70,1.058345e+02
21,10,80,1.058345e+02
21,10,90,1.058345e+02
21,10,100,1.037856e+02
21,10,1,2.484355e+02
21,10,2,2.484355e+02
21,10,3,1.301911e+02
21,10,5,1.192565e+02
21,10,10,1.132943e+02
21,10,20,1.089959e+02
21,10,30,1.089959e+02
21,10,40,1.089959e+02
21,10,50,1.089959e+02
21,10,60,1.089959e+02
21,10,70,1.089959e+02
21,10,80,1.089959e+02
21,10,90,1.089959e+02
21,10,100,1.063759e+02
21,10,1,2.792991e+02
21,10,2,2.792991e+02
21,10,3,1.526998e+02
21,10,5,1.292809e+02
21,10,10,1.157925e+02
21,10,20,1.081375e+02
21,10,30,1.081375e+02
21,10,40,1.081375e+02
21,10,50,1.081375e+02
21,10,60,1.081375e+02
21,10,70,1.081375e+02
21,10,80,1.081375e+02
21,10,90,1.081375e+02
21,10,100,1.054545e+02
21,10,1,2.398992e+02
21,10,2,2.398992e+02
21,10,3,1.452187e+02
21,10,5,1.116981e+02
21,10,10,1.073802e+02
21,10,20,1.049611e+02
21,10,30,1.049611e+02
21,10,40,1.049611e+02
21,10,50,1.049611e+02
21,10,60,1.049611e+02
21,10,70,1.049611e+02
21,10,80,1.049611e+02
21,10,90,1.049611e+02
21,10,100,1.025407e+02
21,10,1,2.843831e+02
21,10,2,2.396624e+02
21,10,3,1.626139e+02
21,10,5,1.317760e+02
21,10,10,1.185341e+02
21,10,20,1.118980e+02
21,10,30,1.118980e+02
21,10,40,1.118980e+02
21,10,50,1.118980e+02
21,10,60,1.118980e+02
21,10,70,1.118980e+02
21,10,80,1.118980e+02
21,10,90,1.118980e+02
21,10,100,1.065626e+02
21,10,1,2.936662e+02
21,10,2,2.232296e+02
21,10,3,1.206813e+02
21,10,5,1.157559e+02
21,10,10,1.088981e+02
21,10,20,1.043227e+02
21,10,30,1.043227e+02
21,10,40,1.043227e+02
21,10,50,1.043227e+02
21,10,60,1.043227e+02
21,10,70,1.043227e+02
21,10,80,1.043227e+02
21,10,90,1.043227e+02
21,10,100,1.014027e+02
21,10,1,2.872165e+02
21,10,2,2.808635e+02
21,10,3,1.591380e+02
21,10,5,1.378402e+02
21,10,10,1.143446e+02
21,10,20,1.069197e+02
21,10,30,1.069197e+02
21,10,40,1.069197e+02
21,10,50,1.069197e+02
21,10,60,1.069197e+02
21,10,70,1.069197e+02
21,10,80,1.069197e+02
21,10,90,1.069197e+02
21,10,100,1.037018e+02
21,10,1,3.104791e+02
21,10,2,2.338094e+02
21,10,3,1.066969e+02
21,10,5,1.050799e+02
21,10,10,1.040067e+02
21,10,20,1.031004e+02
21,10,30,1.031004e+02
21,10,40,1.031004e+02
21,10,50,1.031004e+02
21,10,60,1.031004e+02
21,10,70,1.031004e+02
21,10,80,1.031004e+02
21,10,90,1.031004e+02
21,10,100,1.025670e+02
21,10,1,1.715944e+02
21,10,2,1.715944e+02
21,10,3,1.233377e+02
21,10,5,1.065705e+02
21,10,10,1.059643e+02
21,10,20,1.054133e+02
21,10,30,1.054133e+02
21,10,40,1.054133e+02
21,10,50,1.054133e+02
21,10,60,1.054133e+02
21,10,70,1.054133e+02
21,10,80,1.054133e+02
21,10,90,1.054133e+02
21,10,100,1.037884e+02
21,10,1,2.039645e+02
21,10,2,2.039645e+02
21,10,3,1.167437e+02
21,10,5,1.102464e+02
21,10,10,1.071974e+02
21,10,20,1.049317e+02
21,10,30,1.049317e+02
21,10,40,1.049317e+02
21,10,50,1.049317e+02
21,10,60,1.049317e+02
21,10,70,1.049317e+02
21,10,80,1.049317e+02
21,10,90,1.049317e+02
21,10,100,1.042857e+02
