funcid,dim,milestone,error
15,30,1,8.472563e+05
15,30,2,8.784641e+04
15,30,3,2.823998e+04
15,30,5,2.823824e+04
15,30,10,2.823400e+04
15,30,20,2.823400e+04
15,30,30,2.823400e+04
15,30,40,2.823400e+04
15,30,50,2.823400e+04
15,30,60,2.823400e+04
15,30,70,2.823400e+04
15,30,80,2.823400e+04
15,30,90,2.823400e+04
15,30,100,2.821765e+04
15,30,1,3.343999e+05
15,30,2,6.454010e+04
15,30,3,6.453756e+04
15,30,5,6.453223e+04
15,30,10,6.452133e+04
15,30,20,6.452133e+04
15,30,30,6.452133e+04
15,30,40,6.452133e+04
15,30,50,6.452133e+04
15,30,60,6.452133e+04
15,30,70,6.452133e+04
15,30,80,6.452133e+04
15,30,90,6.452133e+04
15,30,100,6.447437e+04
15,30,1,1.599044e+08
15,30,2,1.287587e+05
15,30,3,1.287424e+05
15,30,5,1.287209e+05
15,30,10,7.844857e+04
15,30,20,3.835573e+04
15,30,30,3.835573e+04
15,30,40,3.835573e+04
15,30,50,3.835573e+04
15,30,60,3.835573e+04
15,30,70,3.835573e+04
15,30,80,3.835573e+04
15,30,90,3.835573e+04
15,30,100,3.461306e+04
15,30,1,3.931390e+06
15,30,2,5.840946e+04
15,30,3,3.582813e+04
15,30,5,3.582571e+04
15,30,10,3.582045e+04
15,30,20,3.582045e+04
15,30,30,3.582045e+04
15,30,40,3.582045e+04
15,30,50,3.582045e+04
15,30,60,3.582045e+04
15,30,70,3.582045e+04
15,30,80,3.582045e+04
15,30,90,3.582045e+04
15,30,100,3.579807e+04
15,30,1,1.575574e+05
15,30,2,3.783232e+04
15,30,3,2.049305e+04
15,30,5,2.049128e+04
15,30,10,2.048793e+04
15,30,20,2.048793e+04
15,30,30,2.048793e+04
15,30,40,2.048793e+04
15,30,50,2.048793e+04
15,30,60,2.048793e+04
15,30,70,2.048793e+04
15,30,80,2.048793e+04
15,30,90,2.048793e+04
15,30,100,2.047306e+04
15,30,1,1.688199e+07
15,30,2,1.300991e+04
15,30,3,1.300960e+04
15,30,5,1.300904e+04
15,30,10,1.300771e+04
15,30,20,1.300771e+04
15,30,30,1.300771e+04
15,30,40,1.300771e+04
15,30,50,1.300771e+04
15,30,60,1.300771e+04
15,30,70,1.300771e+04
15,30,80,1.300771e+04
15,30,90,1.300771e+04
15,30,100,1.300189e+04
15,30,1,1.237390e+07
15,30,2,7.867618e+04
15,30,3,3.868435e+04
15,30,5,3.867983e+04
15,30,10,3.866986e+04
15,30,20,3.866986e+04
15,30,30,3.866986e+04
15,30,40,3.866986e+04
15,30,50,3.866986e+04
15,30,60,3.866986e+04
15,30,70,3.866986e+04
15,30,80,3.866986e+04
15,30,90,3.866986e+04
15,30,100,3.863239e+04
15,30,1,2.308042e+06
15,30,2,3.044880e+04
15,30,3,3.042523e+04
15,30,5,3.042180e+04
15,30,10,3.041516e+04
15,30,20,3.041516e+04
15,30,30,3.041516e+04
15,30,40,3.041516e+04
15,30,50,3.041516e+04
15,30,60,3.041516e+04
15,30,70,3.041516e+04
15,30,80,3.041516e+04
15,30,90,3.041516e+04
15,30,100,3.038839e+04
15,30,1,9.477927e+06
15,30,2,8.153252e+03
15,30,3,8.150279e+03
15,30,5,8.149719e+03
15,30,10,8.148496e+03
15,30,20,5.700390e+03
15,30,30,5.700390e+03
15,30,40,5.700390e+03
15,30,50,5.700390e+03
15,30,60,5.700390e+03
15,30,70,5.700390e+03
15,30,80,5.700390e+03
15,30,90,5.700390e+03
15,30,100,5.700390e+03
15,30,1,3.377302e+06
15,30,2,5.220837e+04
15,30,3,4.527585e+04
15,30,5,4.527239e+04
15,30,10,4.526398e+04
15,30,20,4.526398e+04
15,30,30,4.526398e+04
15,30,40,4.526398e+04
15,30,50,4.526398e+04
15,30,60,4.526398e+04
15,30,70,4.526398e+04
15,30,80,4.526398e+04
15,30,90,4.526398e+04
15,30,100,4.522834e+04
