funcid,dim,milestone,error
3,10,1,1.848822e+04
3,10,2,1.626740e+04
3,10,3,1.167593e+04
3,10,5,6.815796e+03
3,10,10,2.169454e+03
3,10,20,2.794690e+01
3,10,30,2.794690e+01
3,10,40,2.794690e+01
3,10,50,2.794690e+01
3,10,60,2.794690e+01
3,10,70,2.794690e+01
3,10,80,2.794690e+01
3,10,90,2.794690e+01
3,10,100,2.888132e-04
3,10,1,1.245355e+04
3,10,2,1.245355e+04
3,10,3,9.226854e+03
3,10,5,6.703431e+03
3,10,10,2.506527e+03
3,10,20,5.556883e+01
3,10,30,5.556883e+01
3,10,40,5.556883e+01
3,10,50,5.556883e+01
3,10,60,5.556883e+01
3,10,70,5.556883e+01
3,10,80,5.556883e+01
3,10,90,5.556883e+01
3,10,100,3.408918e-04
3,10,1,2.946432e+04
3,10,2,2.946432e+04
3,10,3,2.121586e+04
3,10,5,1.565246e+04
3,10,10,5.990923e+03
3,10,20,4.404435e+02
3,10,30,4.404435e+02
3,10,40,4.404435e+02
3,10,50,4.404435e+02
3,10,60,4.404435e+02
3,10,70,4.404435e+02
3,10,80,4.404435e+02
3,10,90,4.404435e+02
3,10,100,2.301478e-02
3,10,1,1.852139e+04
3,10,2,1.852139e+04
3,10,3,1.507264e+04
3,10,5,1.089275e+04
3,10,10,3.821203e+03
3,10,20,1.450140e+02
3,10,30,1.450140e+02
3,10,40,1.450140e+02
3,10,50,1.450140e+02
3,10,60,1.450140e+02
3,10,70,1.450140e+02
3,10,80,1.450140e+02
3,10,90,1.450140e+02
3,10,100,9.862067e-04
3,10,1,2.561858e+04
3,10,2,1.900290e+04
3,10,3,1.320375e+04
3,10,5,9.194571e+03
3,10,10,3.285574e+03
3,10,20,6.808621e+01
3,10,30,6.808621e+01
3,10,40,6.808621e+01
3,10,50,6.808621e+01
3,10,60,6.808621e+01
3,10,70,6.808621e+01
3,10,80,6.808621e+01
3,10,90,6.808621e+01
3,10,100,3.271318e-04
3,10,1,2.595709e+04
3,10,2,2.595709e+04
3,10,3,2.005192e+04
3,10,5,1.581530e+04
3,10,10,7.830116e+03
3,10,20,7.177010e+02
3,10,30,7.177010e+02
3,10,40,7.177010e+02
3,10,50,7.177010e+02
3,10,60,7.177010e+02
3,10,70,7.177010e+02
3,10,80,7.177010e+02
3,10,90,7.177010e+02
3,10,100,4.698375e-02
3,10,1,3.542687e+04
3,10,2,3.542687e+04
3,10,3,2.618550e+04
3,10,5,1.896290e+04
3,10,10,7.271144e+03
3,10,20,6.247445e+02
3,10,30,6.247445e+02
3,10,40,6.247445e+02
3,10,50,6.247445e+02
3,10,60,6.247445e+02
3,10,70,6.247445e+02
3,10,80,6.049642e+02
3,10,90,6.049642e+02
3,10,100,2.863600e-02
3,10,1,2.335974e+04
3,10,2,2.335974e+04
3,10,3,8.346507e+03
3,10,5,5.945053e+03
3,10,10,2.014807e+03
3,10,20,4.109344e+01
3,10,30,4.109344e+01
3,10,40,4.109344e+01
3,10,50,4.109344e+01
3,10,60,4.109344e+01
3,10,70,4.109344e+01
3,10,80,4.109344e+01
3,10,90,4.109344e+01
3,10,100,1.373325e-04
3,10,1,4.467083e+04
3,10,2,2.817037e+04
3,10,3,1.417881e+04
3,10,5,1.131358e+04
3,10,10,4.638079e+03
3,10,20,2.924956e+02
3,10,30,2.924956e+02
3,10,40,2.924956e+02
3,10,50,2.924956e+02
3,10,60,2.924956e+02
3,10,70,2.924956e+02
3,10,80,2.924956e+02
3,10,90,2.924956e+02
3,10,100,5.723406e-03
3,10,1,2.082860e+04
3,10,2,2.082860e+04
3,10,3,4.290915e+03
3,10,5,2.830550e+03
3,10,10,4.289311e+02
3,10,20,1.310701e+00
3,10,30,1.310701e+00
3,10,40,1.310701e+00
3,10,50,1.310701e+00
3,10,60,1.310701e+00
3,10,70,1.310701e+00
3,10,80,1.310701e+00
3,10,90,1.310701e+00
3,10,100,1.641993e-05
