funcid,dim,milestone,error
10,30,1,6.125637e+03
10,30,2,4.851280e+03
10,30,3,4.738721e+03
10,30,5,4.687772e+03
10,30,10,4.643524e+03
10,30,20,4.608558e+03
10,30,30,4.047828e+03
10,30,40,4.037104e+03
10,30,50,4.034235e+03
10,30,60,4.032885e+03
10,30,70,4.031419e+03
10,30,80,4.030944e+03
10,30,90,4.030054e+03
10,30,100,4.029767e+03
10,30,1,6.485323e+03
10,30,2,4.065069e+03
10,30,3,3.901655e+03
10,30,5,3.844960e+03
10,30,10,3.844467e+03
10,30,20,3.844466e+03
10,30,30,3.844466e+03
10,30,40,3.844466e+03
10,30,50,3.844466e+03
10,30,60,3.844466e+03
10,30,70,3.844466e+03
10,30,80,3.844466e+03
10,30,90,3.844466e+03
10,30,100,3.844466e+03
10,30,1,6.477283e+03
10,30,2,5.240883e+03
10,30,3,5.084826e+03
10,30,5,5.011164e+03
10,30,10,4.987833e+03
10,30,20,4.970378e+03
10,30,30,4.966435e+03
10,30,40,4.769986e+03
10,30,50,4.691971e+03
10,30,60,4.665505e+03
10,30,70,4.651109e+03
10,30,80,4.598329e+03
10,30,90,4.563922e+03
10,30,100,4.549624e+03
10,30,1,5.305470e+03
10,30,2,4.486313e+03
10,30,3,4.354304e+03
10,30,5,4.313460e+03
10,30,10,4.312941e+03
10,30,20,4.312941e+03
10,30,30,4.312941e+03
10,30,40,4.312941e+03
10,30,50,4.312941e+03
10,30,60,4.312941e+03
10,30,70,4.312941e+03
10,30,80,4.312941e+03
10,30,90,4.312941e+03
10,30,100,4.312941e+03
10,30,1,6.967888e+03
10,30,2,4.184955e+03
10,30,3,4.126728e+03
10,30,5,4.117938e+03
10,30,10,4.117843e+03
10,30,20,4.117843e+03
10,30,30,4.117843e+03
10,30,40,4.117843e+03
10,30,50,4.117843e+03
10,30,60,4.117843e+03
10,30,70,4.117843e+03
10,30,80,4.117843e+03
10,30,90,4.117843e+03
10,30,100,4.117843e+03
10,30,1,6.317227e+03
10,30,2,5.271763e+03
10,30,3,5.011523e+03
10,30,5,4.940314e+03
10,30,10,4.939297e+03
10,30,20,4.939297e+03
10,30,30,4.939297e+03
10,30,40,4.939297e+03
10,30,50,4.939297e+03
10,30,60,4.939297e+03
10,30,70,4.939297e+03
10,30,80,4.939297e+03
10,30,90,4.939297e+03
10,30,100,4.939297e+03
10,30,1,6.700044e+03
10,30,2,4.071637e+03
10,30,3,3.951239e+03
10,30,5,3.868752e+03
10,30,10,3.527324e+03
10,30,20,3.417978e+03
10,30,30,3.351696e+03
10,30,40,3.321720e+03
10,30,50,3.301065e+03
10,30,60,3.283869e+03
10,30,70,3.273131e+03
10,30,80,3.267724e+03
10,30,90,3.265190e+03
10,30,100,3.262720e+03
10,30,1,8.145656e+03
10,30,2,4.582238e+03
10,30,3,4.274763e+03
10,30,5,4.042011e+03
10,30,10,4.040633e+03
10,30,20,4.040633e+03
10,30,30,4.040633e+03
10,30,40,4.040633e+03
10,30,50,4.040633e+03
10,30,60,4.040633e+03
10,30,70,4.040633e+03
10,30,80,4.040633e+03
10,30,90,4.040633e+03
10,30,100,4.040633e+03
10,30,1,5.981688e+03
10,30,2,4.786945e+03
10,30,3,4.582720e+03
10,30,5,4.525548e+03
10,30,10,4.458491e+03
10,30,20,4.292297e+03
10,30,30,4.221423e+03
10,30,40,4.177713e+03
10,30,50,4.151841e+03
10,30,60,4.142931e+03
10,30,70,4.140171e+03
10,30,80,4.133972e+03
10,30,90,4.128060e+03
10,30,100,4.122072e+03
10,30,1,6.809453e+03
10,30,2,5.501536e+03
10,30,3,5.439688e+03
10,30,5,5.336950e+03
10,30,10,5.087965e+03
10,30,20,4.463068e+03
10,30,30,4.401096e+03
10,30,40,4.375045e+03
10,30,50,4.357638e+03
10,30,60,4.338013e+03
10,30,70,4.336542e+03
10,30,80,4.334311e+03
10,30,90,4.330991e+03
10,30,100,4.327019e+03
