funcid,dim,milestone,error
3,10,1,1.848822e+04
3,10,2,1.626740e+04
3,10,3,1.167593e+04
3,10,5,7.007882e+03
3,10,10,2.238969e+03
3,10,20,3.971017e+01
3,10,30,1.266340e-02
3,10,40,9.016956e-06
3,10,50,3.873595e-09
3,10,60,1.529088e-11
3,10,70,7.105427e-12
3,10,80,4.547474e-12
3,10,90,2.614797e-12
3,10,100,2.103206e-12
3,10,1,1.245355e+04
3,10,2,1.245355e+04
3,10,3,9.226854e+03
3,10,5,6.512933e+03
3,10,10,2.495107e+03
3,10,20,5.284757e+01
3,10,30,1.867045e-02
3,10,40,1.013176e-05
3,10,50,7.170627e-09
3,10,60,3.240075e-11
3,10,70,6.593837e-12
3,10,80,1.762146e-12
3,10,90,1.136868e-12
3,10,100,1.136868e-12
3,10,1,2.946432e+04
3,10,2,2.946432e+04
3,10,3,2.121586e+04
3,10,5,1.582275e+04
3,10,10,5.451521e+03
3,10,20,3.283127e+02
3,10,30,3.545571e-01
3,10,40,1.340547e-04
3,10,50,1.050889e-07
3,10,60,8.009238e-11
3,10,70,8.583356e-12
3,10,80,4.263256e-12
3,10,90,2.842171e-12
3,10,100,2.046363e-12
3,10,1,1.852139e+04
3,10,2,1.852139e+04
3,10,3,1.507264e+04
3,10,5,1.089275e+04
3,10,10,3.689615e+03
3,10,20,1.271257e+02
3,10,30,5.083529e-02
3,10,40,6.842882e-05
3,10,50,8.580747e-08
3,10,60,4.251888e-11
3,10,70,1.040235e-11
3,10,80,6.821210e-12
3,10,90,4.604317e-12
3,10,100,2.614797e-12
3,10,1,2.561858e+04
3,10,2,1.900290e+04
3,10,3,1.532680e+04
3,10,5,1.015930e+04
3,10,10,1.819060e+03
3,10,20,2.075108e+01
3,10,30,4.458788e-03
3,10,40,5.010409e-06
3,10,50,2.300453e-09
3,10,60,2.694378e-11
3,10,70,6.480150e-12
3,10,80,2.273737e-12
3,10,90,1.591616e-12
3,10,100,1.364242e-12
3,10,1,2.595709e+04
3,10,2,2.595709e+04
3,10,3,1.073042e+04
3,10,5,8.010929e+03
3,10,10,2.850340e+03
3,10,20,6.946689e+01
3,10,30,2.033064e-02
3,10,40,1.902364e-05
3,10,50,1.015928e-08
3,10,60,2.262368e-11
3,10,70,7.503331e-12
3,10,80,4.320100e-12
3,10,90,3.069545e-12
3,10,100,1.534772e-12
3,10,1,3.542687e+04
3,10,2,3.542687e+04
3,10,3,1.670222e+04
3,10,5,1.261047e+04
3,10,10,5.598543e+03
3,10,20,5.121935e+02
3,10,30,5.350119e-01
3,10,40,1.450293e-04
3,10,50,4.445604e-08
3,10,60,5.354650e-11
3,10,70,1.381295e-11
3,10,80,9.151790e-12
3,10,90,5.115908e-12
3,10,100,2.671641e-12
3,10,1,2.335974e+04
3,10,2,2.335974e+04
3,10,3,1.338206e+04
3,10,5,5.245750e+03
3,10,10,1.201143e+03
3,10,20,1.024699e+01
3,10,30,1.627740e-03
3,10,40,1.398475e-06
3,10,50,1.109356e-09
3,10,60,1.858780e-11
3,10,70,7.105427e-12
3,10,80,4.547474e-12
3,10,90,3.353762e-12
3,10,100,2.557954e-12
3,10,1,4.467083e+04
3,10,2,2.817037e+04
3,10,3,1.351965e+04
3,10,5,9.576962e+03
3,10,10,2.809663e+03
3,10,20,5.646393e+01
3,10,30,2.558297e-02
3,10,40,1.816393e-05
3,10,50,4.767912e-09
3,10,60,3.450396e-11
3,10,70,7.787548e-12
3,10,80,5.513812e-12
3,10,90,3.183231e-12
3,10,100,2.046363e-12
3,10,1,2.082860e+04
3,10,2,2.082860e+04
3,10,3,4.290915e+03
3,10,5,2.453197e+03
3,10,10,3.394475e+02
3,10,20,9.243916e-01
3,10,30,2.086489e-04
3,10,40,2.204001e-07
3,10,50,1.555236e-10
3,10,60,1.637090e-11
3,10,70,5.684342e-12
3,10,80,4.320100e-12
3,10,90,3.581135e-12
3,10,100,2.728484e-12
