funcid,dim,milestone,error
2,30,1,5.436371e+45
2,30,2,5.436371e+45
2,30,3,5.436371e+45
2,30,5,3.728856e+41
2,30,10,3.728856e+41
2,30,20,3.728856e+41
2,30,30,3.728856e+41
2,30,40,3.728856e+41
2,30,50,3.728856e+41
2,30,60,3.728856e+41
2,30,70,3.728856e+41
2,30,80,3.728856e+41
2,30,90,3.728856e+41
2,30,100,3.728856e+41
2,30,1,3.026851e+43
2,30,2,3.026851e+43
2,30,3,3.026851e+43
2,30,5,3.026851e+43
2,30,10,3.026851e+43
2,30,20,3.026851e+43
2,30,30,4.756658e+42
2,30,40,4.756658e+42
2,30,50,4.756658e+42
2,30,60,4.756658e+42
2,30,70,4.756658e+42
2,30,80,4.756658e+42
2,30,90,4.756658e+42
2,30,100,4.756658e+42
2,30,1,8.714064e+44
2,30,2,8.714064e+44
2,30,3,7.487650e+44
2,30,5,7.487650e+44
2,30,10,7.487650e+44
2,30,20,7.487650e+44
2,30,30,7.487650e+44
2,30,40,7.487650e+44
2,30,50,7.487650e+44
2,30,60,7.487650e+44
2,30,70,7.487650e+44
2,30,80,7.487650e+44
2,30,90,7.487650e+44
2,30,100,7.487650e+44
2,30,1,6.669781e+44
2,30,2,6.669781e+44
2,30,3,6.669781e+44
2,30,5,9.031991e+43
2,30,10,8.690662e+43
2,30,20,8.656242e+43
2,30,30,3.968527e+43
2,30,40,3.968527e+43
2,30,50,3.968527e+43
2,30,60,3.968527e+43
2,30,70,3.968527e+43
2,30,80,3.968527e+43
2,30,90,3.968527e+43
2,30,100,3.968527e+43
2,30,1,3.108425e+45
2,30,2,3.108425e+45
2,30,3,3.108425e+45
2,30,5,3.108425e+45
2,30,10,3.108425e+45
2,30,20,3.755714e+43
2,30,30,2.968102e+42
2,30,40,2.968102e+42
2,30,50,2.968102e+42
2,30,60,2.968102e+42
2,30,70,2.968102e+42
2,30,80,2.968102e+42
2,30,90,2.968102e+42
2,30,100,2.968102e+42
2,30,1,1.011600e+44
2,30,2,1.011600e+44
2,30,3,1.011600e+44
2,30,5,1.005181e+44
2,30,10,1.005181e+44
2,30,20,1.005181e+44
2,30,30,1.005181e+44
2,30,40,1.005181e+44
2,30,50,1.005181e+44
2,30,60,1.005181e+44
2,30,70,1.005181e+44
2,30,80,1.005181e+44
2,30,90,1.005181e+44
2,30,100,1.005181e+44
2,30,1,1.228503e+45
2,30,2,1.228503e+45
2,30,3,2.240675e+44
2,30,5,2.240675e+44
2,30,10,2.240675e+44
2,30,20,7.614562e+42
2,30,30,7.614562e+42
2,30,40,7.614562e+42
2,30,50,7.614562e+42
2,30,60,7.614562e+42
2,30,70,7.614562e+42
2,30,80,7.614562e+42
2,30,90,7.614562e+42
2,30,100,7.614562e+42
2,30,1,9.020121e+42
2,30,2,7.447220e+42
2,30,3,7.447220e+42
2,30,5,7.429765e+42
2,30,10,5.059222e+41
2,30,20,5.059222e+41
2,30,30,5.059222e+41
2,30,40,5.059222e+41
2,30,50,5.059222e+41
2,30,60,5.059222e+41
2,30,70,5.059222e+41
2,30,80,5.059222e+41
2,30,90,5.059222e+41
2,30,100,5.059222e+41
2,30,1,1.110592e+45
2,30,2,1.110592e+45
2,30,3,1.110592e+45
2,30,5,1.110592e+45
2,30,10,1.110034e+45
2,30,20,3.237870e+43
2,30,30,3.237870e+43
2,30,40,3.237870e+43
2,30,50,3.237870e+43
2,30,60,3.237870e+43
2,30,70,3.237870e+43
2,30,80,3.237870e+43
2,30,90,3.237870e+43
2,30,100,3.237870e+43
2,30,1,3.086953e+45
2,30,2,3.086953e+45
2,30,3,3.086953e+45
2,30,5,2.109589e+45
2,30,10,2.846249e+43
2,30,20,2.846249e+43
2,30,30,2.824743e+43
2,30,40,2.824743e+43
2,30,50,2.824743e+43
2,30,60,2.824743e+43
2,30,70,2.824743e+43
2,30,80,2.824743e+43
2,30,90,2.824743e+43
2,30,100,2.824743e+43
