funcid,dim,milestone,error
9,50,1,2.473585e+04
9,50,2,1.679071e+04
9,50,3,1.530142e+04
9,50,5,1.380750e+04
9,50,10,1.217778e+04
9,50,20,1.204626e+04
9,50,30,1.201244e+04
9,50,40,1.199239e+04
9,50,50,1.198062e+04
9,50,60,1.197443e+04
9,50,70,1.197062e+04
9,50,80,1.196886e+04
9,50,90,1.196782e+04
9,50,100,1.196722e+04
9,50,1,2.506823e+04
9,50,2,1.746987e+04
9,50,3,1.618366e+04
9,50,5,1.436773e+04
9,50,10,1.363061e+04
9,50,20,1.346510e+04
9,50,30,1.345147e+04
9,50,40,1.344377e+04
9,50,50,1.343723e+04
9,50,60,1.343026e+04
9,50,70,1.342247e+04
9,50,80,1.341344e+04
9,50,90,1.340465e+04
9,50,100,1.339653e+04
9,50,1,3.090009e+04
9,50,2,2.364699e+04
9,50,3,2.033448e+04
9,50,5,1.767160e+04
9,50,10,8.451055e+03
9,50,20,8.011397e+03
9,50,30,7.952023e+03
9,50,40,7.938000e+03
9,50,50,7.928531e+03
9,50,60,7.921728e+03
9,50,70,7.917303e+03
9,50,80,7.913747e+03
9,50,90,7.911096e+03
9,50,100,7.908679e+03
9,50,1,2.795800e+04
9,50,2,2.010111e+04
9,50,3,1.655064e+04
9,50,5,1.366064e+04
9,50,10,1.232775e+04
9,50,20,1.194104e+04
9,50,30,1.190415e+04
9,50,40,1.188830e+04
9,50,50,1.187949e+04
9,50,60,1.187372e+04
9,50,70,1.187004e+04
9,50,80,1.186711e+04
9,50,90,1.186454e+04
9,50,100,1.186179e+04
9,50,1,2.557245e+04
9,50,2,1.359349e+04
9,50,3,1.253518e+04
9,50,5,1.175428e+04
9,50,10,1.146366e+04
9,50,20,1.132200e+04
9,50,30,1.130130e+04
9,50,40,1.129764e+04
9,50,50,1.129610e+04
9,50,60,1.129513e+04
9,50,70,1.129447e+04
9,50,80,1.129389e+04
9,50,90,1.129339e+04
9,50,100,1.129293e+04
9,50,1,2.386285e+04
9,50,2,1.801472e+04
9,50,3,1.684413e+04
9,50,5,1.403778e+04
9,50,10,1.365029e+04
9,50,20,1.134651e+04
9,50,30,1.102689e+04
9,50,40,1.092399e+04
9,50,50,1.086820e+04
9,50,60,1.084762e+04
9,50,70,1.083636e+04
9,50,80,1.082967e+04
9,50,90,1.082498e+04
9,50,100,1.082114e+04
9,50,1,2.584337e+04
9,50,2,2.060324e+04
9,50,3,1.745027e+04
9,50,5,1.525784e+04
9,50,10,1.469960e+04
9,50,20,1.447978e+04
9,50,30,1.440993e+04
9,50,40,1.437798e+04
9,50,50,1.436069e+04
9,50,60,1.434191e+04
9,50,70,1.431875e+04
9,50,80,1.429346e+04
9,50,90,1.427134e+04
9,50,100,1.425346e+04
9,50,1,3.256694e+04
9,50,2,2.247532e+04
9,50,3,2.030652e+04
9,50,5,1.906199e+04
9,50,10,1.474875e+04
9,50,20,1.403569e+04
9,50,30,1.399902e+04
9,50,40,1.399349e+04
9,50,50,1.399008e+04
9,50,60,1.398723e+04
9,50,70,1.398482e+04
9,50,80,1.398251e+04
9,50,90,1.398059e+04
9,50,100,1.397865e+04
9,50,1,3.314909e+04
9,50,2,2.032489e+04
9,50,3,1.856226e+04
9,50,5,1.776592e+04
9,50,10,1.555484e+04
9,50,20,1.522091e+04
9,50,30,1.499125e+04
9,50,40,1.484962e+04
9,50,50,1.477640e+04
9,50,60,1.474247e+04
9,50,70,1.472830e+04
9,50,80,1.472208e+04
9,50,90,1.471923e+04
9,50,100,1.471725e+04
9,50,1,2.149850e+04
9,50,2,1.571271e+04
9,50,3,1.369049e+04
9,50,5,1.248058e+04
9,50,10,1.130669e+04
9,50,20,1.088891e+04
9,50,30,1.085623e+04
9,50,40,1.083836e+04
9,50,50,1.082631e+04
9,50,60,1.081634e+04
9,50,70,1.080822e+04
9,50,80,1.080078e+04
9,50,90,1.079496e+04
9,50,100,1.078954e+04
